'english_word';'russian_translation'
'politician';'политик'
'politics';'политика'
'pollutant';'загрязнитель'
'pond';'пруд'
'popcorn';'Попкорн'
'pork';'свинина'
'port';'порт'
'positive';'позитивный'
'positively';'положительно'
'possess';'владеть'
'possession';'владение'
'possessive';'притяжательный'
'possibility';'возможность'
'postcard';'открытка'
'postman';'почтальон'
'pot';'горшок'
'potential';'потенциал'
'pottery';'керамика'
'pound';'фунт'
'poverty';'бедность'
'powder';'пудра'
'practical';'практичный'
'praise';'хвалить'
'prayer';'молитва'
'precious';'драгоценный'
'preference';'предпочтение'
'prefix';'префикс'
'pregnant';'беременная'
'prejudice';'предрассудки'
'preparation';'подготовка'
'prepared';'готовый'
'preposition';'предлог'
'preschool';'дошкольный'
'prescription';'рецепт'
'presence';'присутствие'
'present';'подарок'
'presentation';'презентация'
'preservation';'сохранение'
'preserve';'сохранять'
'president';'президент'
'press';'нажимать'
'previous';'предыдущий'
'priest';'священник'
'primarily';'прежде всего'
'primary school';'начальная школа'
'primitive';'примитивный'
'principle';'принцип'
'print';'распечатать'
'prison';'тюрьма'
'prisoner';'заключенный'
'privacy';'конфиденциальность'
'prize';'приз'
'probability';'вероятность'
'proceed';'продолжить'
'process';'процесс'
'proclaim';'провозглашать'
'procrastination';'прокрастинация'
'producer';'продюсер'
'productive';'продуктивный'
'profession';'профессия'
'professor';'профессор'
'program';'программа'
'progress';'прогресс'
'prohibition';'запрет'
'prominent';'видный'
'promise';'обещать'
'promote';'продвигать'
'promotion';'повышение'
'pronoun';'местоимение'
'proof';'доказательство'
'properly';'правильно'
'property';'свойство'
'proportion';'пропорция'
'proposal';'предложение'
'propose';'предлагать'
'prosperity';'процветание'
'prosperous';'процветающий'
'protect';'защищать'
'protection';'защита'
'protective';'защитный'
'protest';'протест'
'proud';'гордый'
'prove';'доказывать'
'proverb';'пословица'
'provided';'предоставил'
'psychological';'психологический'
'pub';'паб'
'public';'общественный'
'public transport';'общественный транспорт'
'publicly';'публично'
'publisher';'издатель'
'pullover';'перетягивать'
'pump';'насос'
'punish';'наказывать'
'punishment';'наказание'
'pupil';'ученик'
'puppy';'щенок'
'pure';'чистый'
'purify';'очистить'
'purse';'кошелек'
'push';'толкать'
'puzzle';'головоломка'
'quake';'землетрясение'
'qualified';'квалифицированный'
'qualify';'квалифицироваться'
'quality';'качество'
'quantity';'количество'
'question mark';'знак вопроса'
'questionnaire';'вопросник'
'queue';'очередь'
'race';'раса'
'racial';'расовый'
'radiation';'радиация'
'rage';'ярость'
'rail';'рельс'
'railroad';'железная дорога'
'railway';'железная дорога'
'rainfall';'осадки'
'rainforest';'тропический лес'
'rank';'классифицировать'
'rap';'рэп'
'rapid';'стремительный'
'rapidly';'быстро'
'rare';'редкий'
'rarely';'редко'
'raspberry';'малина'
'ration';'рацион'
'rational';'рациональный'
'razor';'бритва'
'reach';'достигать'
'react';'реагировать'
'realistic';'реалистичный'
'reality';'реальность'
'rearrange';'переставить'
'reasonable';'разумный'
'rebuild';'перестроить'
'recall';'отзывать'
'reception';'прием'
'recite';'читать'
'reclaim';'вернуть себе'
'recognize';'признать'
'recommend';'рекомендовать'
'record';'записывать'
'recording';'запись'
'recover';'восстанавливаться'
'recovery';'восстановление'
'recycled';'переработанный'
'recycling';'переработка'
'reduce';'уменьшать'
'reduction';'снижение'
'reef';'риф'
'referee';'судья'
'reflection';'отражение'
'refreshments';'прохладительные напитки'
'refund';'возвращать деньги'
'refusal';'отказ'
'refuse';'мусор'
'regain';'вернуть себе'
'regard';'внимание'
'regarding';'касательно'
'region';'область'
'regional';'региональный'
'register';'зарегистрироваться'
'registration';'регистрация'
'regulation';'регулирование'
'reject';'отклонять'
'relate';'иметь отношение к'
'relation';'связь'
'relationship';'отношение'
'relative';'родственник'
'relatively';'относительно'
'relaxing';'расслабляющий'
'release';'выпускать'
'reliable';'надежный'
'religion';'религия'
'religious';'религиозный'
'rely';'полагаться'
'remainder';'остаток'
'remark';'замечание'
'remarkable';'замечательный'
'remedy';'средство'
'remembrance';'воспоминание'
'remote control';'пульт дистанционного управления'
'remove';'удалять'
'renew';'возобновлять'
'repay';'погасить'
'repeatedly';'неоднократно'
'reply';'отвечать'
'report';'отчет'
'representative';'представитель'
'reproduce';'воспроизводить'
'republic';'республика'
'reputation';'репутация'
'request';'запрос'
'require';'требовать'
'requirement';'требование'
'rescue';'спасать'
'researcher';'исследователь'
'resemble';'напоминать'
'reservation';'бронирование'
'reserve';'бронировать'
'resident';'резидент'
'residential';'Жилой'
'resist';'сопротивляться'
'resolve';'решать'
'resort';'прибегнуть'
'resource';'ресурс'
'respect';'уважать'
'respectable';'респектабельный'
'respond';'отвечать'
'responsibility';'ответственность'
'responsible';'ответственный'
'rest';'отдых'
'restore';'восстановить'
'restrict';'ограничивать'
'result';'результат'
'retail';'розничная торговля'
'retain';'удерживать'
'retell';'пересказывать'
'retrospect';'ретроспектива'
'reunification';'воссоединение'
'reunify';'воссоединить'
'revise';'исправлять'
'revision';'пересмотр'
'reward';'награда'
'rewrite';'переписать'
'rid';'избавлять'
'riddle';'загадка'
'ridiculous';'нелепый'
'ripe';'спелый'
'rise';'рост'
'risk';'риск'
'roadside';'обочина'
'robot';'робот'
'rolling';'прокатка'
'room';'комната'
'rotten';'сгнивший'
'rough';'грубый'
'round';'круглый'
'routine';'рутина'
'rubber';'резина'
'rubbish';'мусор'
'rudely';'грубо'
'ruin';'разорение'
'runaway';'убегать'
'runway';'взлетно-посадочная полоса'
'rush';'торопиться'
'sacred';'священный'
'sadness';'грусть'
'safari';'сафари'
'safeguard';'охранять'
'safely';'безопасно'
'safety';'безопасность'
'salesman';'продавец'
'salmon';'лосось'
'sand';'песок'
'sandal';'сандалии'
'satellite';'спутник'
'satisfaction';'удовлетворение'
'satisfied';'удовлетворен'
'saucepan';'кастрюля'
'saucer';'блюдце'
'scan';'сканировать'
'scare';'пугать'
'scared';'испуганный'
'scary';'страшный'
'scatter';'разбрасывать'
'scenic';'живописный'
'scholar';'ученый'
'scholarship';'стипендия'
'schoolmate';'одноклассник'
'schoolteacher';'школьный учитель'
'science fiction';'научная фантастика'
'scold';'ругать'
'scope';'объем'
'score';'счет'
'scratch';'царапать'
'scream';'крик'
'sculpture';'скульптура'
'search';'поиск'
'season';'сезон'
'seawater';'морская вода'
'seaweed';'водоросли'
'second';'второй'
'secondary school';'средняя школа'
'second-hand';'подержанный'
'secret';'секрет'
'secretly';'тайно'
'secure';'безопасный'
'security';'безопасность'
'seize';'захватывать'
'select';'выбирать'
'selection';'выбор'
'selfish';'эгоистичный'
'self-service';'самообслуживание'
'sensation';'ощущение'
'separation';'разделение'
'sequence';'последовательность'
'series';'ряд'
'serious';'серьезный'
'server';'сервер'
'service';'услуга'
'session';'сессия'
'setting';'параметр'
'settle';'решить'
'settlement';'урегулирование'
'settler';'поселенец'
'severe';'серьезный'
'severely';'строго'
'sex';'секс'
'shadow';'тень'
'shadowy';'призрачный'
'shake';'трясти'
'shallow';'мелкий'
'shame';'стыд'
'shameful';'постыдный'
'shape';'форма'
'sharp';'острый'
'shave';'бриться'
'sheer';'явный'
'sheet';'лист'
'shelter';'приют'
'sheriff';'шериф'
'shift';'сдвиг'
'shiny';'блестящий'
'ship';'корабль'
'shiver';'дрожать'
'shocked';'шокирован'
'shocking';'шокирующий'
'shop';'магазин'
'shopper';'покупатель'
'shortage';'нехватка'
'shortly';'вскоре'
'shout';'кричать'
'shrimp';'креветка'
'shut';'закрыть'
'sickness';'болезнь'
'sidewalk';'тротуар'
'sigh';'вздох'
'sign';'знак'
'signal';'сигнал'
'signature';'подпись'
'significance';'значение'
'signpost';'указатель'
'silent';'тихий'
'silk';'шелк'
'similarity';'сходство'
'similarly';'сходным образом'
'simplify';'упрощать'
'simultaneously';'одновременно'
'since';'с'
'single';'одинокий'
'sink';'раковина'
'skate';'кататься на коньках'
'skeleton';'скелет'
'ski';'лыжи'
'skin';'кожа'
'skyscraper';'небоскреб'
'slavery';'рабство'
'sleep';'спать'
'sleeve';'рукав'
'slight';'легкий'
'slightly';'немного'
'slip';'соскальзывать'
'slogan';'лозунг'
'slope';'склон'
'slot';'слот'
'slow';'медленный'
'smell';'запах'
'smile';'улыбка'
'smoker';'курильщик'
'sneeze';'чихать'
'snowboard';'сноуборд'
'snowstorm';'метель'
'soap opera';'мыльная опера'
'social networking';'социальные сети'
'socially';'социально'
'soil';'земля'
'solid';'твердый'
'somehow';'как-то'
'someplace';'где-то'
'sometime';'когда-нибудь'
'sometimes';'иногда'
'soothe';'успокаивать'
'sophomore';'второкурсник'
'sore';'больной'
'sorrow';'печаль'
'sort';'сортировать'
'soul';'душа'
'sour';'кислый'
'southeast';'юго-восток'
'southern';'южный'
'southwest';'юго-запад'
'souvenir';'сувенир'
'sparkle';'сверкать'
'specialist';'специалист'
'specialize';'специализироваться'
'specially';'специально'
'spectacular';'зрелищный'
'spectator';'зритель'
'speed';'скорость'
'spelling';'написание'
'sphere';'сфера'
'spice';'специя'
'spicy';'пряный'
'spider';'паук'
'spinach';'шпинат'
'spiral';'спираль'
'spirit';'дух'
'spiritual';'духовный'
'split';'расколоть'
'spoil';'портиться'
'sponge';'губка'
'sponsor';'спонсор'
'sports';'спорт'
'sportsmanship';'спортивное мастерство'
'stable';'стабильный'
'stall';'ларек'
'standard';'стандартный'
'star';'звезда'
'stare';'смотреть'
'status';'статус'
'stay';'оставаться'
'steadily';'стабильно'
'steady';'устойчивый'
'steam';'пар'
'steel';'сталь'
'steep';'отвесный'
'stem';'корень'
'stick';'палка'
'sticker';'наклейка'
'sticky';'липкий'
'stir';'помешивать'
'storage';'хранилище'
'stormy';'бурный'
'storyteller';'рассказчик'
'strain';'напряжение'
'strangely';'странно'
'strategic';'стратегический'
'straw';'солома'
'strawberry';'клубника'
'stream';'транслировать'
'strengthen';'укреплять'
'stress';'стресс'
'stressed';'подчеркнутый'
'stressful';'стрессовый'
'stretch';'потягиваться'
'stricken';'пораженный'
'strike';'ударять'
'strip';'полоска'
'stripe';'полоса'
'struggle';'борьба'
'stubborn';'упрямый'
'stuck';'застрявший'
'studio';'студия'
'stuffed';'фаршированный'
'stumble';'спотыкаться'
'stun';'оглушить'
'stunning';'оглушительный'
'stupid';'глупый'
'stylish';'стильный'
'subconscious';'подсознание'
'submarine';'подводная лодка'
'substantial';'существенный'
'substitute';'заменять'
'suddenly';'внезапно'
'suffer';'страдать'
'sufficient';'достаточный'
'suffix';'суффикс'
'suicide';'самоубийство'
'summarize';'суммировать'
'summit';'саммит'
'sunbathe';'загорать'
'sundial';'солнечные часы'
'sunrise';'восход'
'sunset';'закат'
'superior';'начальство'
'superstition';'суеверие'
'supply';'поставлять'
'support';'поддерживать'
'supporter';'сторонник'
'supportive';'поддерживающий'
'suppose';'предполагать'
'supposedly';'предположительно'
'surely';'конечно'
'surface';'поверхность'
'surgeon';'хирург'
'surgery';'операция'
'surprise';'сюрприз'
'surprisingly';'удивительно'
'surround';'окружать'
'surrounding';'окружающий'
'survival';'выживание'
'survivor';'выживший'
'suspect';'подозревать'
'suspicion';'подозрение'
'swarm';'рой'
'swear';'ругаться'
'sweat';'пот'
'sweatshirt';'толстовка'
'swell';'зыбь'
'swimmer';'пловец'
'switch';'выключатель'
'swollen';'вздутый'
'sword';'меч'
'sympathy';'симпатия'
'symptom';'симптом'
'syndrome';'синдром'
'systematic';'систематический'
'tablet';'планшет'
'take';'брать'
'takeaway';'еда на вынос'
'takeoff';'взлет'
'tale';'сказка'
'talented';'талантливый'
'talk';'разговаривать'
'talkative';'разговорчивый'
'tank';'танк'
'tape';'лента'
'taste';'вкус'
'tasteless';'безвкусный'
'tasty';'вкусный'
'tax';'налог'
'teaching';'преподавание'
'teammate';'товарищ по команде'
'teamwork';'работа в команде'
'tear';'рвать'
'tease';'дразнить'
'technique';'техника'
'technological';'технологический'
'teen';'подросток'
'telecommunications';'телекоммуникации'
'telegram';'телеграмма'
'teller';'кассир'
'temper';'характер'
'temporary';'временный'
'tempt';'искушать'
'tend';'иметь тенденцию'
'tendency';'тенденция'
'tense';'напряженный'
'tension';'напряжение'
'tent';'палатка'
'term';'срок'
'terminal';'терминал'
'terribly';'ужасно'
'terrific';'потрясающий'
'terrified';'испуганный'
'terror';'террор'
'terrorism';'терроризм'
'terrorist';'террорист'
'thankful';'благодарен'
'theft';'кража'
'theory';'теория'
'thirst';'жажда'
'thorough';'тщательный'
'threat';'угроза'
'threatening';'угрожающий'
'thriller';'триллер'
'through';'через'
'throughout';'через'
'thumb';'большой палец'
'thump';'стук'
'thunder';'гром'
'thunderous';'громовой'
'thus';'таким образом'
'tick';'галочка'
'tide';'прилив'
'tie';'галстук'
'tighten';'затягивать'
'tightly';'плотно'
'tile';'плитка'
'till';'до'
'timely';'своевременный'
'tin';'олово'
'tiny';'крошечный'
'tire';'шина'
'tiring';'утомительный'
'tissue';'салфетка'
'tobacco';'табак'
'tongue';'язык'
'toothpaste';'зубная паста'
'top';'вершина'
'tornado';'торнадо'
'toss';'бросать'
'total';'общий'
'totally';'полностью'
'touch';'трогать'
'tour';'тур'
'tourism';'туризм'
'tournament';'турнир'
'trace';'след'
'tracksuit';'спортивный костюм'
'traditionally';'традиционно'
'traffic jam';'пробка'
'tragedy';'трагедия'
'tragic';'трагический'
'trail';'тащить'
'transfer';'передача'
'transform';'трансформировать'
'transformation';'трансформация'
'transitional';'переходный'
'translate';'переводить'
'transport';'транспорт'
'transportation';'транспорт'
'trash';'мусор'
'travel agent';'турагент'
'treat';'обращаться'
'treatment';'уход'
'tremble';'дрожать'
'tremendous';'огромный'
'trend';'тенденция'
'trigger';'курок'
'trim';'подрезать'
'triumph';'триумф'
'tropical';'тропический'
'trouble';'беда'
'trumpet';'труба'
'trustworthy';'заслуживающий доверия'
'tumble';'падать'
'tuna';'тунец'
'turbulence';'турбулентность'
'turning';'поворот'
'turtle';'черепаха'
'twin';'близнец'
'twist';'крутить'
'type';'тип'
'typical';'типичный'
'typically';'обычно'
'unable';'не могущий'
'unafraid';'не боящийся'
'unbelievable';'невероятный'
'uncertainty';'неопределенность'
'unclear';'неясно'
'uncontrollable';'неконтролируемый'
'uncover';'раскрыть'
'underage';'несовершеннолетний'
'undergo';'подвергаться'
'underline';'подчеркнуть'
'underneath';'под'
'underpants';'трусы'
'undo';'отменить'
'undress';'раздеваться'
'unemployed';'безработный'
'unemployment';'безработица'
'unexpected';'непредвиденный'
'unexpectedly';'неожиданно'
'unfairly';'несправедливо'
'unfit';'непригодный'
'unfold';'разворачиваться'
'unfortunate';'неудачный'
'unfriendly';'недружелюбный'
'unheard';'неслыханный'
'unify';'объединить'
'uninterested';'незаинтересованный'
'uninteresting';'неинтересный'
'union';'союз'
'unique';'уникальный'
'unite';'объединяться'
'universe';'вселенная'
'unless';'пока не'
'unlikely';'маловероятно'
'unlucky';'неудачливый'
'unpack';'распаковать'
'unpredictable';'непредсказуемый'
'unrelated';'несвязанный'
'untidy';'неопрятный'
'until';'до'
'unusually';'необычно'
'unwanted';'нежелательный'
'unwell';'нездоров'
'update';'обновлять'
'uplifted';'приподнятый'
'upload';'загрузить'
'upper';'верхний'
'upstairs';'наверху'
'up-to-date';'до настоящего времени'
'upward';'вверх'
'urge';'побуждать'
'urgent';'срочный'
'usage';'использование'
'used to';'привыкший'
'useless';'бесполезный'
'vacancy';'вакансия'
'vague';'нечеткий'
'vain';'тщеславный'
'valuable';'ценный'
'van';'фургон'
'variety';'разнообразие'
'various';'различный'
'vary';'отличаться'
'vast';'огромный'
'vegetarian';'вегетарианец'
'vehicle';'транспортное средство'
'vein';'вена'
'vessel';'судно'
'vet';'ветеринар'
'via';'с помощью'
'vice';'порок'
'vice president';'вице-президент'
'victim';'жертва'
'victory';'победа'
'video clip';'видеоклип'
'view';'вид'
'viewpoint';'точка зрения'
'violence';'насилие'
'violently';'яростно'
'virtual';'виртуальный'
'virus';'вирус'
'visa';'виза'
'visible';'видимый'
'vision';'зрение'
'visual';'визуальный'
'visually';'визуально'
'vivid';'яркий'
'vividly';'ярко'
'volcano';'вулкан'
'volume';'объем'
'volunteer';'волонтер'
'vote';'голосование'
'vowel';'гласный'
'voyage';'путешествие'
'wagon';'фургон'
'wake';'будить'
'ward';'сторожить'
'wardrobe';'гардероб'
'warm';'теплый'
'warmly';'тепло'
'warmth';'тепло'
'warn';'предупреждать'
'warning';'предупреждение'
'warranty';'гарантия'
'warrior';'воин'
'washbowl';'умывальник'
'waste';'напрасно тратить'
'wasteful';'расточительный'
'waterfall';'водопад'
'wave';'волна'
'wax';'воск'
'weakness';'слабость'
'weapon';'оружие'
'weather forecast';'прогноз погоды'
'webcam';'Веб-камера'
'weird';'странный'
'welcome';'добро пожаловать'
'well-dressed';'хорошо одетый'
'westward';'на запад'
'wetland';'водно-болотное угодье'
'whale';'кит'
'whatever';'что бы ни'
'whenever';'в любое время'
'wherever';'где угодно'
'whether';'ли'
'whichever';'в зависимости от того, что'
'while';'пока'
'whisper';'шепот'
'whistle';'свист'
'whoever';'кто бы то ни было'
'whole';'весь'
'widespread';'широко распространенный'
'wildlife';'дикая природа'
'wildly';'дико'
'willingness';'готовность'
'windscreen';'лобовое стекло'
'windsurfing';'виндсерфинг'
'wing';'крыло'
'wire';'проволока'
'wither';'увядать'
'witness';'свидетель'
'wizard';'волшебник'
'wonder';'удивляться'
'working';'работающий'
'workout';'тренировка'
'workplace';'рабочее место'
'workshop';'мастерская'
'worn';'изношенный'
'worst';'худший'
'worth';'ценность'
'worthwhile';'стоящий'
'worthy';'достойный'
'wound';'ранить'
'wrap';'сворачивать'
'wrapping';'упаковка'
'wrist';'запястье'
'wristwatch';'наручные часы'
'written';'написано'
'yell';'кричать'
'yet';'еще'
'yoga';'йога'
